timestamp,Active_Power,Wind_Speed,Weather_Temperature_Celsius,Global_Horizontal_Radiation,Wind_Direction,Weather_Daily_Rainfall,Max_Wind_Speed,Air_Pressure,Hail_Accumulation
44900.02431,-0.359245323,0.670000017,28.04000092,-5.415908813,120.3333359,0,1.5,951.7766724,0
44900.02778,-0.356748388,0.606666684,27.83333206,-5.545442104,122.8333359,0,1.600000024,951.6833496,0
44900.03125,-0.359565687,0.516666651,27.70666695,-5.389386177,96.46666718,0,1.299999952,951.5999756,0
44900.03472,-0.358339835,0.74000001,27.70000076,-5.151453495,125.5999985,0,1.700000048,951.5066528,0
44900.03819,-0.358216994,0.726666689,27.59666634,-5.036768913,132.8333282,0,1.299999952,951.4533691,0
44900.04167,-0.357785048,0.836666644,27.41666603,-4.901045799,133.0666656,0,1.5,951.3699951,0
44900.04514,-0.358626237,0.936666667,27.26666641,-4.664171219,133.8333282,0,1.899999976,951.2999878,0
44900.04861,-0.357462627,1.00333333,27.14333344,-4.588676929,133.6999969,0,2.099999905,951.2366943,0
44900.05208,-0.359374796,0.873333335,27.10666656,-4.433134079,134.2666626,0,2.400000095,951.2000122,0
44900.05556,-0.361092549,0.713333309,27.0233326,-4.846878052,132.9333344,0,1.799999952,951.166687,0
44900.05903,-0.361256379,0.606666684,26.81333351,-5.012042522,139.9666595,0,1.299999952,951.1500244,0
44900.0625,-0.359729278,0.593333364,26.57333374,-5.110852242,132.7666626,0,1.299999952,951.1766968,0
44900.06597,-0.361152827,0.670000017,26.42333221,-5.255202293,130.6666718,0,1.299999952,951.0999756,0
44900.06944,-0.36199966,0.5,26.25666618,-5.042605877,117.1666641,0,1.299999952,951.0200195,0
44900.07292,-0.361206743,0.563333333,26.09000015,-5.131826401,117.6333313,0,1.200000048,950.9299927,0
44900.07639,-0.361431034,0.326666683,25.95000076,-5.32822752,110.4333344,0,1.100000024,950.8200073,0
44900.07986,-0.361772768,0.313333333,25.68000031,-5.585177898,129.6999969,0,0.800000012,950.7366943,0
44900.08333,-0.36259079,0.340000004,25.44000053,-5.589411259,128.2333374,0,0.699999988,950.7233276,0
44900.08681,-0.362413628,0.319999993,25.26666641,-5.381817341,114.0999985,0,0.800000012,950.7466431,0
44900.09028,-0.361664399,0.386666685,25.14333344,-5.129998207,127.5666656,0,0.800000012,950.706665,0
44900.09375,-0.361768004,0.629999995,25.10000038,-4.576714516,123.2666702,0,1.299999952,950.7000122,0
44900.09722,-0.360955162,0.469999999,25.01666641,-4.537524223,123.9666672,0,1.200000048,950.6766968,0
44900.10069,-0.362157177,0.633333325,24.89999962,-4.356420517,124.1333313,0,1.399999976,950.5999756,0
44900.10417,-0.363249254,0.586666644,24.79999924,-4.223616123,121,0,1.200000048,950.5066528,0
44900.10764,-0.362210732,0.300000012,24.71000099,-4.579985619,112.1666641,0,0.699999988,950.3933716,0
44900.11111,-0.360940609,0.24333334,24.46333313,-5.278902531,206.0333405,0,0.800000012,950.3266602,0
44900.11458,-0.363538272,0.379999995,24.34000015,-4.704804897,124.4666672,0,1,950.4000244,0
44900.11806,-0.362627727,0.5,24.43000031,-4.175830841,136.8666687,0,0.899999976,950.4000244,0
44900.12153,-0.362686521,0.676666677,24.5466671,-3.686175108,133.3000031,0,1.200000048,950.4000244,0
44900.125,-0.362162454,0.829999983,24.51666641,-3.590091228,140.5666656,0,1.299999952,950.4066772,0
44900.12847,-0.3621353,0.949999988,24.39999962,-3.588359356,143.8333282,0,1.5,950.4933472,0
44900.13194,-0.362393319,1.016666651,24.31333351,-3.68697691,150.1000061,0,1.700000048,950.5,0
44900.13542,-0.36263102,0.74000001,24.21333313,-4.018203259,146.1333313,0,1.399999976,950.5,0
44900.13889,-0.362625586,0.903333306,24.06333351,-4.108578205,153.8999939,0,1.5,950.5,0
44900.14236,-0.363278973,0.783333302,23.93333244,-4.150013924,142.4666595,0,1.299999952,950.5700073,0
44900.14583,-0.361396166,0.913333356,23.81333351,-4.124132633,157.1666718,0,1.5,950.5999756,0
44900.14931,-0.362625523,0.670000017,23.75666618,-4.238111973,148.7666626,0,1.100000024,950.5999756,0
44900.15278,-0.361023734,0.569999993,23.69333458,-4.479828835,132.8000031,0,1,950.5999756,0
44900.15625,-0.362723132,0.636666656,23.55666733,-4.395130157,130.1666718,0,1.200000048,950.5999756,0
44900.15972,-0.362272592,0.766666651,23.43333244,-4.159474373,144.2333374,0,1.399999976,950.5999756,0
44900.16319,-0.363171376,0.74333334,23.39999962,-3.995721579,138.8333282,0,1.299999952,950.6033325,0
44900.16667,-0.363112431,0.923333347,23.39999962,-3.82921052,135.1333313,0,1.399999976,950.5999756,0
44900.17014,-0.363777682,0.886666656,23.42666626,-3.499876261,128.8999939,0,1.299999952,950.5999756,0
44900.17361,-0.362523557,0.99666667,23.46666718,-3.449621439,135.8333282,0,1.299999952,950.5999756,0
44900.17708,-0.363557208,0.819999993,23.4066658,-3.59172678,129.8666687,0,1.399999976,950.6133423,0
44900.18056,-0.362826604,1.056666613,23.39999962,-3.487176418,136.5333405,0,1.799999952,950.6933594,0
44900.18403,-0.362405378,1.070000052,23.34000015,-3.417133808,138.3333282,0,1.600000024,950.7000122,0
44900.1875,-0.36280539,0.910000026,23.25,-3.622674942,143.4333344,0,1.5,950.7000122,0
44900.19097,-0.363214015,1.120000005,23.08666611,-3.76340127,150.0333405,0,1.700000048,950.75,0
44900.19444,-0.361900618,1.116666675,23,-3.640410185,145.3000031,0,2.099999905,950.7999878,0
44900.19792,-0.363767292,1.136666656,22.89999962,-3.735275269,141.6999969,0,1.600000024,950.7966309,0
44900.20139,-0.363756814,1.073333383,22.90333366,-3.688516378,135.8000031,0,1.799999952,950.7999878,0
44900.20486,-0.363831428,0.939999998,23.01666641,-3.673988342,135.8999939,0,1.700000048,950.8900146,0
44900.20833,-0.3636366,0.843333304,23,-3.723922253,133.9666595,0,1.399999976,950.9000244,0
44900.21181,-0.364655487,0.896666646,22.95666695,-3.770456791,133.5666656,0,1.399999976,950.9000244,0
44900.21528,-0.365561478,1.056666613,22.88333321,-3.601219893,140.1666718,0,1.600000024,950.9033813,0
44900.21875,-0.365430754,1.120000005,22.7733326,-3.521171331,142.6333313,0,1.799999952,951,0
44900.22222,-0.364770471,0.866666675,22.70000076,-3.76763463,136.0666656,0,1.5,951,0
44900.22569,-0.362845928,1.136666656,22.77666664,-3.565043926,134.0666656,0,1.899999976,951,0
44900.22917,-0.348426391,1.123333335,22.80333328,-3.038988113,134.1000061,0,2.700000048,951.0166626,0
44900.23264,-0.337782256,0.923333347,22.81666565,-2.699198961,135,0,1.600000024,951.0999756,0
44900.23611,-0.281067161,0.836666644,22.79999924,-2.012469053,132.6000061,0,1.700000048,951.0999756,0
44900.23958,-0.258493891,0.610000014,22.73333359,-0.77088362,136.1666718,0,1.5,951.2033691,0
44900.24306,-0.242536249,0.463333338,22.54333305,1.171254396,189.8999939,0,1,951.3400269,0
44900.24653,1.871483367,0.456666678,22.21666718,3.482910872,258.9333191,0,0.899999976,951.4633179,0
44900.25,11.7187046,0.74333334,21.7733326,8.555695534,254.8000031,0,1.100000024,951.5799561,0
44900.25347,14.17395389,0.646666646,21.5,21.15999603,275.2666626,0,0.899999976,951.7000122,0
44900.25694,23.22549336,0.423333347,21.39999962,32.76779556,265.2666626,0,0.800000012,951.7966309,0
44900.26042,25.83930368,0.519999981,21.32333183,45.69723129,267.2333374,0,0.800000012,951.8933716,0
44900.26389,34.02669299,0.443333328,21.47999954,60.73986816,241,0,0.800000012,951.956665,0
44900.26736,36.78334087,0.50999999,21.78000069,75.86203766,209.4666595,0,0.800000012,952,0
44900.27083,48.05117559,0.560000002,22.0233326,88.88047028,194.6000061,0,0.899999976,952,0
44900.27431,53.24731596,0.606666684,22.28000069,94.98603058,183.7333374,0,1,952.0866699,0
44900.27778,73.63205791,0.606666684,22.70666695,92.3739624,163.6666718,0,1.100000024,952.0999756,0
44900.28125,81.8100254,0.649999976,23.05999947,82.12840271,152.6333313,0,1.200000048,952.0999756,0
44900.28472,113.1054535,0.790000021,23.48333359,67.86582184,150.6000061,0,1.600000024,952.1433105,0
44900.28819,125.082295,0.953333318,23.91666603,56.90203094,146.5,0,1.700000048,952.2266846,0
44900.29167,166.8071113,0.903333306,24.27666664,51.75827408,146.9666595,0,1.700000048,952.2999878,0
44900.29514,180.2493718,0.586666644,24.80666733,45.6344986,136.8333282,0,1.200000048,952.376709,0
44900.29861,226.879024,0.846666694,25.56666756,46.41580582,124.4333344,0,1.700000048,952.4100342,0
44900.30208,241.3930202,0.843333364,26.04999924,47.74215698,113.9000015,0,1.799999952,952.5066528,0
44900.30556,288.4395595,1.086666703,26.45666695,55.19990921,111.5,0,2.5,952.5933228,0
44900.30903,306.1181663,0.730000019,26.93000031,61.28555298,119.0333328,0,1.600000024,952.623291,0
44900.3125,355.9536419,1.033333302,27.38333321,72.78184509,104.0999985,0,2.400000095,952.6966553,0
