timestamp,Active_Power,Wind_Speed,Weather_Temperature_Celsius,Global_Horizontal_Radiation,Wind_Direction,Weather_Daily_Rainfall,Max_Wind_Speed,Air_Pressure,Hail_Accumulation
01/03/2023 0:00,-0.347401921,0.970000029,32.29999924,-2.044411421,181.2666626,0,2.099999905,951.2000122,0
01/03/2023 0:05,-0.345963187,1.533333302,32.29999924,-2.072569609,193.6000061,0,3.099999905,951.2000122,0
01/03/2023 0:10,-0.348629195,,,,,,,,
01/03/2023 0:15,-0.344808454,1.279999971,32.29999924,-2.337810278,190.2166595,0,1.799999952,951.1016846,0
01/03/2023 0:20,-0.348106695,,,,,,,,
01/03/2023 0:25,-0.346901966,,,,,,,,
01/03/2023 0:30,-0.346232022,,,,,,,,
01/03/2023 0:35,-0.344088378,1.934999943,32.16666412,-2.797944784,188.8000031,0,4.300000191,951,0
01/03/2023 0:40,-0.346356631,2.609999895,32.75,-1.547539949,154.7666626,0,5.099999905,950.9433594,0
01/03/2023 0:45,-0.34464764,3.403333426,33.15000153,-1.44709444,153.8999939,0,5.699999809,950.8433228,0
01/03/2023 0:50,-0.345975368,1.899999976,33.29999924,-1.373909116,163,0,5.199999809,950.9000244,0
01/03/2023 0:55,-0.343793271,3.653333426,33.39666748,-1.629865408,148.3000031,0,5.800000191,950.7866821,0
01/03/2023 1:00,-0.343582694,3.646666765,33.33333206,-1.868695974,145.0666656,0,6.400000095,950.7633057,0
01/03/2023 1:05,-0.343238463,3.24333334,33.2733345,-2.043256998,150.4666595,0,6.599999905,950.7766724,0
01/03/2023 1:10,-0.341577614,2.856666565,33.20000076,-2.153067112,160.8999939,0,5.300000191,950.8300171,0
01/03/2023 1:15,-0.342348587,3.50999999,32.95333481,-2.545163393,172.1666718,0,6.5,950.8466797,0
01/03/2023 1:20,-0.341452136,3.49000001,32.20666504,-2.978791475,182.3333282,0,7.5,950.7966309,0
01/03/2023 1:25,-0.341707737,2.946666718,31.87333298,-3.829467058,174.2666626,0,7.099999905,950.8300171,0
01/03/2023 1:30,-0.341982813,3.829999924,31.60666656,-3.528932333,178.0666656,0,7.699999809,950.8166504,0
01/03/2023 1:35,-0.341469442,3.593333244,31.41666603,-2.972890377,179.7666626,0,9.699999809,950.8300171,0
01/03/2023 1:40,-0.350337437,3.289999962,31.24666595,-2.625211954,166.8666687,0,6.199999809,950.8233032,0
01/03/2023 1:45,-0.350317528,3.513333321,31.1400013,-2.217753649,171.3666687,0,6.599999905,950.8900146,0
01/03/2023 1:50,-0.348814587,2.486666679,31.05333328,-2.319738388,168.4333344,0,6.400000095,950.960022,0
01/03/2023 1:55,-0.34611659,3.446666718,31,-2.288244963,161.7333374,0,7.800000191,950.956665,0
01/03/2023 2:00,-0.346445777,3.549999952,31,-2.080811739,165.4666595,0,6.800000191,950.8833618,0
01/03/2023 2:05,-0.343693393,3.393333435,30.9066658,-2.244307995,169.2666626,0,6.300000191,950.876709,0
01/03/2023 2:10,-0.357926299,3.536666632,30.85333252,-2.465788364,163.4666595,0,8.100000381,950.8500366,0
01/03/2023 2:15,-0.358246114,3.670000076,30.82333183,-2.379710674,165.3000031,0,6.900000095,950.8400269,0
01/03/2023 2:20,-0.362094919,3.443333387,30.78999901,-2.563379526,157.6666718,0,6.5,950.8699951,0
01/03/2023 2:25,-0.358819773,3.303333282,30.70000076,-2.653594494,160.2333374,0,5.5,950.8533325,0
01/03/2023 2:30,-0.356637859,3.133333445,30.62333298,-2.571621656,166.2333374,0,5.5,950.8166504,0
01/03/2023 2:35,-0.358724881,3.440000057,30.5466671,-2.575245857,163.6333313,0,6.5,950.7966309,0
01/03/2023 2:40,-0.358851278,3.366666794,30.49666595,-2.51363802,163.3333282,0,7.300000191,950.8566895,0
01/03/2023 2:45,-0.35679817,2.950000048,30.39666557,-2.7563169,160.5333405,0,5.099999905,950.8866577,0
01/03/2023 2:50,-0.357429847,3.269999981,30.28999901,-3.012369633,166.6999969,0,5.099999905,950.9000244,0
01/03/2023 2:55,-0.35725671,3.266666651,30.15666771,-3.263290882,169.0333405,0,5.699999809,950.916687,0
01/03/2023 3:00,-0.356251605,3.683333397,29.98999977,-3.215826035,162.5,0,7.300000191,950.956665,0
01/03/2023 3:05,-0.35531919,3.359999895,29.85333252,-3.283751965,162.8333282,0,6.300000191,951.0133057,0
01/03/2023 3:10,-0.352336948,3.526666641,29.65999985,-3.377013445,168.3666687,0,8.399999619,951.0866699,0
01/03/2023 3:15,-0.353924486,4.013333321,29.49666595,-3.19950223,163.0333405,0,9,951.0799561,0
01/03/2023 3:20,-0.353317644,3.736666679,29.32333183,-3.245042562,162.9666595,0,7.199999809,951.0966797,0
01/03/2023 3:25,-0.354059486,3.559999943,29.17333412,-3.494039536,163.1000061,0,8.399999619,951.1300049,0
01/03/2023 3:30,-0.353523293,3.650000095,28.98333359,-3.448018074,169.1333313,0,6.800000191,951.123291,0
01/03/2023 3:35,-0.354177334,3.556666613,28.81333351,-3.340805531,165.3333282,0,6.5,951.0999756,0
01/03/2023 3:40,-0.350344574,3.769999981,28.68000031,-3.241354465,164.3999939,0,9.300000191,951.1400146,0
01/03/2023 3:45,-0.350403956,3.673333406,28.55666733,-3.24648571,172.1666718,0,7,951.1466675,0
01/03/2023 3:50,-0.35043564,3.656666756,28.44333267,-3.235517502,170.1333313,0,7,951.1366577,0
01/03/2023 3:55,-0.356734041,3.163333416,28.32333183,-3.314635992,158.8000031,0,5.5,951.206665,0
01/03/2023 4:00,-0.350436464,3.026666641,28.19666672,-3.261687279,172.3000031,0,6.099999905,951.2466431,0
01/03/2023 4:05,-0.344916029,3.660000086,28.10000038,-3.27720952,166.1000061,0,7.199999809,951.2833252,0
01/03/2023 4:10,-0.349250283,3.819999933,28.08666611,-3.043863058,165.7666626,0,7.400000095,951.206665,0
01/03/2023 4:15,-0.349382053,3.74000001,27.97333336,-3.01548028,166.0666656,0,8.199999809,951.1933594,0
01/03/2023 4:20,-0.350357182,3.410000086,27.89999962,-3.184493065,163.7666626,0,7.099999905,951.2366943,0
01/03/2023 4:25,-0.351544925,3.566666603,27.82333183,-3.120062828,164.8999939,0,6.199999809,951.293335,0
01/03/2023 4:30,-0.347574944,3.309999943,27.77999878,-3.037833691,160.1333313,0,5.900000095,951.3666992,0
01/03/2023 4:35,-0.353378087,2.963333368,27.67000008,-3.104893446,156.2666626,0,7.400000095,951.376709,0
01/03/2023 4:40,-0.354371167,3.573333263,27.58666611,-3.175384998,171.1000061,0,6.699999809,951.3900146,0
01/03/2023 4:45,-0.352276317,2.650000095,27.48333359,-3.152261972,159.9666595,0,6.599999905,951.4533691,0
01/03/2023 4:50,-0.35820776,3.640000105,27.39999962,-3.206878424,166.4333344,0,8.800000191,951.4033203,0
01/03/2023 4:55,-0.349643295,2.99333334,27.39333344,-3.029848099,159.6999969,0,7.099999905,951.4633179,0
01/03/2023 5:00,-0.348361,3.406666756,27.29999924,-3.123590708,162.8999939,0,6.400000095,951.4966431,0
01/03/2023 5:05,-0.351930426,3.579999924,27.29666519,-2.970164537,159.3999939,0,6.400000095,951.4966431,0
01/03/2023 5:10,-0.361612363,3.086666584,27.21666718,-3.126926184,168.1000061,0,5.300000191,951.5133057,0
01/03/2023 5:15,-0.35889732,3.396666527,27.10000038,-3.214190483,168.1666718,0,7.5,951.4799805,0
01/03/2023 5:20,-0.365928448,3.173333406,27.01666641,-3.259378195,169.6666718,0,6.800000191,951.4433594,0
01/03/2023 5:25,-0.365811484,3.136666536,26.90999985,-3.24520278,167.8666687,0,5.699999809,951.4433594,0
01/03/2023 5:30,-0.365219336,3.019999981,26.82999992,-3.145366669,169.9333344,0,6.300000191,951.4899902,0
01/03/2023 5:35,-0.353517972,3.160000086,26.73666763,-3.10236001,170.1000061,0,5.400000095,951.5200195,0
01/03/2023 5:40,-0.364281633,2.856666565,26.64666748,-3.080712318,172.1000061,0,6,951.5566406,0
